Symbol,Name,Country,IPO,Sector,Industry
CLVT,Clarivate Plc Ordinary Shares,,2019.0,Consumer Services,Movies/Entertainment
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,,,,
CLW,Clearwater Paper Corporation Common Stock,United States,,Basic Industries,Paper
CLX,Clorox Company (The) Common Stock,United States,,Consumer Durables,Specialty Chemicals
CM,Canadian Imperial Bank of Commerce Common Stock,Canada,,,
CMA,Comerica Incorporated Common Stock,United States,,Finance,Major Banks
CMC,Commercial Metals Company Common Stock,United States,,Basic Industries,Steel/Iron Ore
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,,2014.0,Technology,Computer Software: Prepackaged Software
CMG,Chipotle Mexican Grill Inc. Common Stock,United States,2006.0,Consumer Services,Restaurants
CMI,Cummins Inc. Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
CMP,Compass Minerals Intl Inc Common Stock,United States,2003.0,Basic Industries,Precious Metals
CMRE,Costamare Inc. Common Stock $0.0001 par value,Greece,2010.0,Transportation,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Greece,,,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Greece,,,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Greece,,,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Greece,,,
CMS,CMS Energy Corporation Common Stock,United States,,Public Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,United States,,,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,United States,,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,United States,2018.0,Public Utilities,Power Generation
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,United States,2018.0,Public Utilities,Power Generation
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,United States,2019.0,Public Utilities,Power Generation
CMTG,Claros Mortgage Trust Inc. Common Stock,,2021.0,Consumer Services,Real Estate Investment Trusts
CMU,MFS Municipal Income Trust Common Stock,United States,1987.0,Finance,Investment Managers
CNA,CNA Financial Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,United States,,Health Care,Medical Specialities
CND,Concord Acquisition Corp. Class A Common Stock,,2021.0,,
CNDA,Concord Acquisition Corp II Class A Common Stock,,2021.0,,
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,,2018.0,Finance,Finance: Consumer Services
CNHI,CNH Industrial N.V. Common Shares,,2013.0,Capital Goods,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,Canada,,,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States,2007.0,Consumer Services,Movies/Entertainment
CNM,Core & Main Inc. Class A Common Stock,,2021.0,Capital Goods,Industrial Machinery/Components
CNMD,CONMED Corporation Common Stock,United States,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,,2017.0,Consumer Services,Catalog/Specialty Distribution
CNO,CNO Financial Group Inc. Common Stock,United States,,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,United States,,,
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States,,Public Utilities,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited Common Stock,Canada,,,
CNR,Cornerstone Building Brands Inc. Common Stock,United States,,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc Common Stock,United States,2004.0,Finance,Investment Managers
CNVY,Convey Health Solutions Holdings Inc. Common Stock,,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
CNX,CNX Resources Corporation Common Stock,United States,1999.0,Energy,Oil & Gas Production
CO,Global Cord Blood Corporation Common Stock,Hong Kong,,Health Care,Managed Health Care
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,2006.0,,
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,United States,,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,United States,,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,United States,,,
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,China,2016.0,Miscellaneous,Service to the Health Industry
COF,Capital One Financial Corporation Common Stock,United States,1994.0,Finance,Finance Companies
COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G,United States,,,
COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H,United States,,,
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,United States,,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,United States,,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,United States,,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,United States,,,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,United States,,,
COLD,Americold Realty Trust Common Shares,United States,2018.0,Finance,Real Estate
COMP,Compass Inc. Class A Common Stock,,2021.0,Technology,EDP Services
COO,The Cooper Companies Inc. Common Stock,United States,,Health Care,Ophthalmic Goods
COOK,Traeger Inc. Common Stock,,2021.0,Capital Goods,Wholesale Distributors
COP,ConocoPhillips Common Stock,United States,,Energy,Integrated oil Companies
COR,CoreSite Realty Corporation Common Stock,United States,2010.0,Consumer Services,Real Estate Investment Trusts
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,United States,,,
CORS,Corsair Partnering Corporation Class A Ordinary Shares,,2021.0,,
COTY,Coty Inc. Class A Common Stock,United States,2013.0,Consumer Non-Durables,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,,2021.0,Miscellaneous,Other Consumer Services
CP,Canadian Pacific Railway Limited Common Stock,Canada,,,
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,Panama,2005.0,Transportation,Air Freight/Delivery Services
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Peru,,Capital Goods,Building Materials
CPB,Campbell Soup Company Common Stock,United States,,Consumer Non-Durables,Packaged Foods
CPE,Callon Petroleum Company Common Stock,United States,,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,United States,,Finance,Major Banks
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),Canada,,,
CPK,Chesapeake Utilities Corporation Common Stock,United States,,Public Utilities,Oil & Gas Production
CPLG,CorePoint Lodging Inc. Common Stock ,,2018.0,Consumer Services,Real Estate Investment Trusts
CPNG,Coupang Inc. Class A Common Stock,,2021.0,Capital Goods,Recreational Products/Toys
CPRI,Capri Holdings Limited Ordinary Shares,Hong Kong,2011.0,,
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock,,2020.0,,
CPT,Camden Property Trust Common Stock,United States,1993.0,Consumer Services,Real Estate Investment Trusts
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,,2021.0,Finance,Business Services
CPUH,Compute Health Acquisition Corp. Class A Common Stock,,2021.0,,
CR,Crane Co. Common Stock,United States,,Capital Goods,Office Equipment/Supplies/Services
CRC,California Resources Corporation Common Stock,,2020.0,Energy,Oil & Gas Production
CRD/A,Crawford & Company,United States,,,
CRD/B,Crawford & Company,United States,,,
CRH,CRH PLC American Depositary Shares,Ireland,,Capital Goods,Building Materials
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,United States,2020.0,Finance,Business Services
CRI,Carter's Inc. Common Stock,United States,2003.0,Consumer Services,Department/Specialty Retail Stores
CRK,Comstock Resources Inc. Common Stock,United States,,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc. Common Stock,United States,2000.0,Consumer Services,EDP Services
CRM,Salesforce.com Inc Common Stock,United States,2004.0,Technology,Computer Software: Prepackaged Software
CRS,Carpenter Technology Corporation Common Stock,United States,,Basic Industries,Steel/Iron Ore
CRT,Cross Timbers Royalty Trust Common Stock,United States,1992.0,Energy,Oil & Gas Production
CRU,Crucible Acquisition Corporation Class A Common Stock,,2021.0,,
CRY,CryoLife Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
CS,Credit Suisse Group American Depositary Shares,Switzerland,,Finance,Investment Bankers/Brokers/Service
CSAN,Cosan S.A. ADS,,2021.0,Consumer Durables,Automotive Aftermarket
CSL,Carlisle Companies Incorporated Common Stock,United States,,,
CSLT,Castlight Health Inc. Class B Common Stock,,2014.0,Health Care,Managed Health Care
CSPR,Casper Sleep Inc. Common Stock,,2020.0,Miscellaneous,Diversified Commercial Services
CSR,D/B/A Centerspace Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CSR^C,D/B/A Centerspace 6.625% Series C ,United States,,,
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,,2021.0,Finance,Business Services
CSTM,Constellium SE Ordinary Shares (France),Netherlands,2013.0,Basic Industries,Metal Fabrications
CSV,Carriage Services Inc. Common Stock,United States,,Miscellaneous,Other Consumer Services
CTA^A,E.I. du Pont de Nemours and Company Preferred Stock,United States,,,
CTA^B,E.I. du Pont de Nemours and Company Preferred Stock,United States,,,
CTBB,Qwest Corporation 6.5% Notes due 2056,United States,2016.0,,
CTDD,Qwest Corporation 6.75% Notes due 2057,United States,2017.0,,
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares,,2018.0,Technology,EDP Services
CTLT,Catalent Inc. Common Stock,United States,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
CTO,CTO Realty Growth Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,United States,,,
CTOS,Custom Truck One Source Inc. Common Stock,Cayman Islands,2017.0,Technology,Diversified Commercial Services
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,United States,2012.0,Finance,Investment Managers
CTRA,Coterra Energy Inc. Common Stock,United States,,Energy,Oil & Gas Production
CTS,CTS Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
CTT,CatchMark Timber Trust Inc. Class A Common Stock,United States,2013.0,Consumer Services,Real Estate Investment Trusts
CTVA,Corteva Inc. Common Stock ,,2019.0,Basic Industries,Major Chemicals
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,2019.0,Finance,Major Banks
CUBE,CubeSmart Common Shares,United States,,Consumer Services,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,United States,,Finance,Major Banks
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,,,
CUK,Carnival Plc ADS ADS,United States,,,
CULP,Culp Inc. Common Stock,United States,,Basic Industries,Textiles
CURO,CURO Group Holdings Corp. Common Stock,,2017.0,Finance,Diversified Financial Services
CURV,Torrid Holdings Inc. Common Stock,,2021.0,Consumer Services,Clothing/Shoe/Accessory Stores
CUZ,Cousins Properties Incorporated Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation Common Stock,United States,,,
CVE,Cenovus Energy Inc Common Stock,Canada,,,
CVEO,Civeo Corporation (Canada) Common Shares,,2014.0,,
CVI,CVR Energy Inc. Common Stock,United States,2007.0,Energy,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A Common Stock,,2021.0,,
CVNA,Carvana Co. Class A Common Stock,United States,2017.0,Consumer Services,Other Specialty Stores
CVS,CVS Health Corporation Common Stock,United States,,Health Care,Managed Health Care
CVX,Chevron Corporation Common Stock,United States,,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,,2021.0,Technology,Computer Software: Prepackaged Software
CWEN,Clearway Energy Inc. Class C Common Stock,United States,2015.0,Public Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Commom Stock,United States,2016.0,Consumer Services,Other Specialty Stores
CWK,Cushman & Wakefield plc Ordinary Shares,,2018.0,Finance,Real Estate
CWT,California Water Service Group Common Stock,United States,,Public Utilities,Water Supply
CX,Cemex S.A.B. de C.V. Sponsored ADR,Mexico,,Capital Goods,Building Materials
CXE,MFS High Income Municipal Trust Common Stock,United States,1989.0,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,United States,1989.0,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,,2021.0,Technology,Computer Software: Prepackaged Software
CXP,Columbia Property Trust Inc. Common Stock,United States,2013.0,Consumer Services,Real Estate Investment Trusts
CXW,CoreCivic Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CYD,China Yuchai International Limited Common Stock,Singapore,1994.0,Capital Goods,Construction/Ag Equipment/Trucks
CYH,Community Health Systems Inc. Common Stock,United States,2000.0,Health Care,Hospital/Nursing Management
CZOO,Cazoo Group Ltd Class A Ordinary Shares,,,Consumer Durables,Automotive Aftermarket
D,Dominion Energy Inc. Common Stock,United States,,Public Utilities,Electric Utilities: Central
DAC,Danaos Corporation Common Stock,Greece,2006.0,Transportation,Marine Transportation
DAL,Delta Air Lines Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
DAN,Dana Incorporated Common Stock ,United States,,Capital Goods,Auto Parts:O.E.M.
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,,2019.0,Consumer Services,Other Consumer Services
DAR,Darling Ingredients Inc. Common Stock,United States,,Consumer Non-Durables,Farming/Seeds/Milling
DASH,DoorDash Inc. Class A Common Stock,,2020.0,Capital Goods,Industrial Machinery/Components
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),,2018.0,Technology,EDP Services
DB,Deutsche Bank AG Common Stock,Germany,,Finance,Commercial Banks
DBD,Diebold Nixdorf Incorporated Common Stock,United States,,Technology,EDP Services
DBI,Designer Brands Inc. Class A Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,2012.0,,
DBRG,DigitalBridge Group Inc.,United States,2014.0,Consumer Services,Real Estate Investment Trusts
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,United States,,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,United States,,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,United States,,,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,2017.0,Finance,Finance/Investors Services
DCI,Donaldson Company Inc. Common Stock,United States,,Capital Goods,Pollution Control Equipment
DCO,Ducommun Incorporated Common Stock,United States,,Capital Goods,Military/Government/Technical
DCP,DCP Midstream  LP Common Units ,United States,,Public Utilities,Natural Gas Distribution
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,,
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,,
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units,United States,2019.0,Public Utilities,Electric Utilities: Central
DD,DuPont de Nemours Inc. Common Stock,,2017.0,Capital Goods,Wholesale Distributors
DDD,3D Systems Corporation Common Stock,United States,,Technology,Computer peripheral equipment
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,United States,1993.0,Finance,Finance/Investors Services
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),,2021.0,,
DDS,Dillard's Inc. Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
DDT,Dillard's Capital Trust I,United States,,Consumer Services,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,United States,,Capital Goods,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,United States,2015.0,Consumer Services,Real Estate Investment Trusts
DECK,Deckers Outdoor Corporation Common Stock,United States,1993.0,Consumer Non-Durables,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,United States,2006.0,Consumer Services,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C Common Stock ,,2018.0,Technology,Computer Manufacturing
DEN,Denbury Inc. Common Stock,,2020.0,Energy,Oil & Gas Production
DEO,Diageo plc Common Stock,United Kingdom,,Consumer Non-Durables,Beverages (Production/Distribution)
DESP,Despegar.com Corp. Ordinary Shares,,2017.0,Transportation,Other Consumer Services
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,United States,2007.0,Finance,Finance Companies
DFIN,Donnelley Financial Solutions Inc. Common Stock ,,2016.0,Finance,Investment Managers
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,,2013.0,Finance,Investment Managers
DFS,Discover Financial Services Common Stock,United States,,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,United States,2009.0,Consumer Services,Department/Specialty Retail Stores
DGX,Quest Diagnostics Incorporated Common Stock,United States,,Health Care,Medical Specialities
DHF,BNY Mellon High Yield Strategies Fund Common Stock,United States,1998.0,Finance,Finance Companies
DHI,D.R. Horton Inc. Common Stock,United States,,,
DHR,Danaher Corporation Common Stock,United States,,Health Care,Medical Specialities
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,United States,,,
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,United States,,,
DHT,DHT Holdings Inc.,Jersey,2005.0,Transportation,Marine Transportation
DHX,DHI Group Inc. Common Stock,United States,2007.0,Technology,Diversified Commercial Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,,2014.0,Finance,Finance Companies
DIDI,DiDi Global Inc. American Depositary Shares (each four representing one Class A Ordinary Share),,2021.0,,
DIN,Dine Brands Global Inc. Common Stock,United States,,Consumer Services,Restaurants
DIS,Walt Disney Company (The) Common Stock,United States,,Consumer Services,Movies/Entertainment
DK,Delek US Holdings Inc. Common Stock,United States,2017.0,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,2012.0,Energy,Oil & Gas Production
DKS,Dick's Sporting Goods Inc Common Stock,United States,2002.0,Consumer Services,Other Specialty Stores
DLB,Dolby Laboratories Common Stock,United States,2005.0,Technology,EDP Services
DLNG,Dynagas LNG Partners LP Common Units,Greece,,,
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,Greece,,,
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,Greece,,,
DLR,Digital Realty Trust Inc. Common Stock,United States,2004.0,Consumer Services,Real Estate Investment Trusts
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,United States,,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,United States,,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,United States,,,
DLX,Deluxe Corporation Common Stock,United States,,Technology,Advertising
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,,2020.0,Finance,Investment Managers
DM,Desktop Metal Inc. Class A Common Stock,,2019.0,Technology,Computer peripheral equipment
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,,2013.0,Finance,Trusts Except Educational Religious and Charitable
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,United States,2010.0,Finance,Trusts Except Educational Religious and Charitable
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,United States,2018.0,Technology,Advertising
DMYQ,dMY Technology Group Inc. IV Class A Common Stock,,2021.0,,
DMYS,dMY Technology Group Inc. VI Class A Common Stock,,2021.0,,
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,United States,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,2020.0,Technology,EDP Services
DNMR,Danimer Scientific Inc. Common Stock,,2020.0,Consumer Non-Durables,Plastic Products
DNOW,NOW Inc. Common Stock,,2014.0,Energy,Metal Fabrications
DNP,DNP Select Income Fund Inc. Common Stock,United States,1987.0,Finance,Investment Managers
DNZ,D and Z Media Acquisition Corp. Class A Common Stock,,2021.0,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,2013.0,Consumer Services,Real Estate Investment Trusts
DOCN,DigitalOcean Holdings Inc. Common Stock,,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
DOLE,Dole plc Ordinary Shares,,2021.0,,
DOMA,Doma Holdings Inc. Common Stock,,2021.0,Finance,Real Estate
DOOR,Masonite International Corporation Ordinary Shares (Canada),Canada,,,
DOV,Dover Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
DOW,Dow Inc. Common Stock ,,2019.0,Basic Industries,Industrial Specialties
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,United States,2011.0,Finance,Trusts Except Educational Religious and Charitable
DPZ,Domino's Pizza Inc Common Stock,United States,2004.0,Consumer Non-Durables,Food Distributors
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,China,2010.0,Technology,Semiconductors
DRD,DRDGOLD Limited American Depositary Shares,South Africa,,Basic Industries,Precious Metals
DRE,Duke Realty Corporation Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company Common Stock,United States,2005.0,Consumer Services,Real Estate Investment Trusts
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,United States,,,
DRI,Darden Restaurants Inc. Common Stock,United States,,Consumer Services,Restaurants
DRQ,Dril-Quip Inc. Common Stock,United States,1997.0,Energy,Metal Fabrications
DS,Drive Shack Inc.,United States,,Consumer Services,Movies/Entertainment
DS^B,Drive Shack Inc. Preferred Series B,United States,,,
DS^C,Drive Shack Inc. Preferred Series C,United States,,,
DS^D,Drive Shack Inc. Pfd Ser D,United States,,,
DSAQ,Direct Selling Acquisition Corp. Class A Common Stock,,2021.0,,
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,,2013.0,Finance,Trusts Except Educational Religious and Charitable
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,United States,1989.0,Finance,Investment Managers
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,United States,1998.0,Finance,Finance Companies
DSX,Diana Shipping inc. common stock,Greece,2005.0,Transportation,Marine Transportation
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),Greece,,,
DT,Dynatrace Inc. Common Stock,United States,2019.0,Technology,EDP Services
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,United States,2020.0,Public Utilities,Electric Utilities: Central
DTC,Solo Brands Inc. Class A Common Stock,,2021.0,Miscellaneous,Diversified Commercial Services
DTE,DTE Energy Company Common Stock,United States,,Public Utilities,Electric Utilities: Central
DTF,DTF Tax-Free Income Inc. Common Stock,United States,1991.0,Finance,Investment Managers
DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,,
DTM,DT Midstream Inc. Common Stock ,,2021.0,Public Utilities,Oil & Gas Production
DTP,DTE Energy Company 6.25% Corporate Units,United States,,Public Utilities,Electric Utilities: Central
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,United States,2017.0,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,United States,2016.0,,
DUK,Duke Energy Corporation (Holding Company) Common Stock,United States,,Public Utilities,Power Generation
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,United States,2018.0,Public Utilities,Power Generation
DV,DoubleVerify Holdings Inc. Common Stock,,2021.0,Technology,Computer Software: Prepackaged Software
DVA,DaVita Inc. Common Stock,United States,,Health Care,Medical/Nursing Services
DVD,Dover Motorsports Inc. Common Stock,United States,1996.0,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation Common Stock,United States,,Energy,Oil & Gas Production
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,,2021.0,,
DX,Dynex Capital Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
DXC,DXC Technology Company Common Stock ,,,Technology,EDP Services
DY,Dycom Industries Inc. Common Stock,United States,,Basic Industries,Water Supply
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,2020.0,Finance,Finance/Investors Services
E,ENI S.p.A. Common Stock,Italy,,Energy,Oil & Gas Production
EAF,GrafTech International Ltd. Common Stock,United States,2018.0,Consumer Durables,Metal Fabrications
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,United States,2016.0,,
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,United States,2013.0,Consumer Services,Real Estate Investment Trusts
EAT,Brinker International Inc. Common Stock,United States,,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A Common Stock,United States,2018.0,Technology,EDP Services
EBF,Ennis Inc. Common Stock,United States,,Consumer Services,Office Equipment/Supplies/Services
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),,2016.0,Public Utilities,Electric Utilities: Central
EBS,Emergent Biosolutions Inc. Common Stock,United States,2006.0,Health Care,Biotechnology: Pharmaceutical Preparations
EC,Ecopetrol S.A. American Depositary Shares,Colombia,,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,,2021.0,,
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,2014.0,Finance,Trusts Except Educational Religious and Charitable
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,United States,2016.0,Finance,Trusts Except Educational Religious and Charitable
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,United States,,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,2021.0,Finance,Trusts Except Educational Religious and Charitable
